field:ID,label_en,label_zh,label_en_display,:LABEL
nsfc287,design and synthesis of functional inorganic molecules,功能无机分子的设计与合成,Design and synthesis of functional inorganic molecules,nsfc
nsfc288,organic synthesis,有机合成,Organic synthesis,nsfc
nsfc289,new reagents and new reactions,新试剂与新反应,New reagents and new reactions,nsfc
nsfc290,chemistry of active intermediates,活性中间体化学,Chemistry of active intermediates,nsfc
nsfc291,metal catalytic synthesis,金属催化合成反应,Metal catalytic synthesis,nsfc
nsfc292,organic small molecule catalysis,有机小分子催化,Organic small molecule catalysis,nsfc
nsfc293,asymmetric synthesis ,不对称合成,asymmetric synthesis ,nsfc
nsfc294,total synthesis of natural products,天然产物全合成,Total synthesis of natural products,nsfc
nsfc295,design and synthesis of functional organic molecules,功能有机分子的设计与合成,Design and synthesis of functional organic molecules,nsfc
nsfc296,polymer synthesis,高分子合成,Polymer synthesis,nsfc
nsfc297,polymerization reaction and method,聚合反应与方法,Polymerization reaction and method,nsfc
nsfc298,leader polymerization and coordination polymerization,導子聚合与配位聚合,Leader polymerization and coordination polymerization,nsfc
nsfc299,free radical polymerization,自由基聚合,Free radical polymerization,nsfc
nsfc300,gradual aggregation,逐步聚合,Gradual aggregation,nsfc
nsfc301,photochemistry and radiation chemistry of polymers,高分子光化学与辐射化学,Photochemistry and radiation chemistry of polymers,nsfc
nsfc302,precise synthesis of polymer,高分子精密合成,Precise synthesis of polymer,nsfc
nsfc303,coordination synthesis chemistry,配位合成化学,Coordination Synthesis Chemistry,nsfc
nsfc304,coordination reaction,配位反应,Coordination reaction,nsfc
nsfc305,solution coordination chemistry,溶液配位化学,Solution coordination chemistry,nsfc
nsfc306,chemistry of functional complexes,功能配合物化学,Chemistry of functional complexes,nsfc
nsfc307,organometallic chemistry,金属有机化学,Organometallic Chemistry,nsfc
nsfc308,coordination polymer,配位聚合物,Coordination polymer,nsfc
nsfc309,supramolecular chemistry and assembly,超分子化学与组装,Supramolecular chemistry and assembly,nsfc
nsfc310,assembly primitives,组装基元,Assembly primitives,nsfc
nsfc311,noncovalent interactions and assembly methods,非共价相互作用与组装方法,Noncovalent interactions and assembly methods,nsfc
nsfc312,dynamic covalent bond chemistry,动态共价键化学,Dynamic covalent bond chemistry,nsfc
nsfc313,dynamic control of assembly process,组装过程的动态调控,Dynamic control of assembly process,nsfc
nsfc314,supramolecular complexes and polymers,超分子复合物与聚合物,Supramolecular complexes and polymers,nsfc
nsfc315,assembly of life function system,生命功能体系的组装,Assembly of life function system,nsfc
nsfc316,green synthesis,绿色合成,Green synthesis,nsfc
nsfc317,biocatalysis and biotransformation,生物催化与生物转化,Biocatalysis and biotransformation,nsfc
nsfc318,mimetic enzymes and biomimetic synthesis,模拟酶与仿生合成,Mimetic enzymes and biomimetic synthesis,nsfc
nsfc319,atom and step economic reaction,原子与步骤经济性反应,Atom and step economic reaction,nsfc
nsfc320,renewable resources chemistry,可再生资源化学,Renewable resources chemistry,nsfc
nsfc321,chemical transformation under mild conditions,温和条件下的化学转化,Chemical transformation under mild conditions,nsfc
nsfc322,catalysis and surface interface chemistry,催化与表界面化学,Catalysis and surface interface chemistry,nsfc
nsfc323,catalytic chemistry,催化化学,Catalytic chemistry,nsfc
nsfc324,fundamentals and theories of catalysis,催化基础与理论,Fundamentals and theories of catalysis,nsfc
nsfc325,design and preparation of catalyst,催化剂设计与制备,Design and preparation of catalyst,nsfc
nsfc326,heterogeneous catalysis,多相催化,Heterogeneous catalysis,nsfc
nsfc327,homogenization,均相傕化,Homogenization,nsfc
nsfc328,biomimetic catalysis of clusters,团簇仿生催化,Biomimetic catalysis of clusters,nsfc
nsfc329,photocatalysis,光催化,Photocatalysis,nsfc
nsfc330,catalytic characterization methods and techniques,催化表征方法与技术,Catalytic characterization methods and techniques,nsfc
nsfc331,surface chemistry ,表面化学,surface chemistry ,nsfc
nsfc332,surface structure and properties,表面结构与性质,Surface structure and properties,nsfc
nsfc333,surface molecular reaction process,表面分子反应过程,Surface molecular reaction process,nsfc
nsfc334,surface assembly process and function,表面组装过程与功能,Surface assembly process and function,nsfc
nsfc335,study on surface chemistry method,表面化学研究方法,Study on surface chemistry method,nsfc
nsfc336,colloid and interface chemistry ,胶体与界面化学,Colloid and interface chemistry ,nsfc
nsfc337,surfactant and dispersion system,表面活性剂与分散体系,Surfactant and dispersion system,nsfc
nsfc338,sol and gel,溶胶与凝胶,Sol and gel,nsfc
nsfc339,wettability and adsorption,浸润性与吸附,Wettability and adsorption,nsfc
nsfc340,interface assembly and aggregation,界面组装与聚集体,Interface assembly and aggregation,nsfc
nsfc341,colloidal particles and nanocrystals,胶体颗粒与纳米晶,Colloidal particles and nanocrystals,nsfc
nsfc342,field responsive colloidal system,外场响应性胶体体系,Field responsive colloidal system,nsfc
nsfc343,theoretical method and characterization technology of colloid and interface,胶体与界面理论方法及表征技术,Theoretical method and characterization technology of colloid and interface,nsfc
nsfc344,electrochemistry,电化学,electrochemistry,nsfc
nsfc345,basic and theoretical electrochemistry,基础与理论电化学,Basic and theoretical electrochemistry,nsfc
nsfc346,spectroelectrochemistry,谱学电化学,Spectroelectrochemistry,nsfc
nsfc347,interface and nano electrochemistry,界面与纳米电化学,Interface and nano electrochemistry,nsfc
nsfc348,electrocatalysis and electrosynthesis,电催化与电合成,Electrocatalysis and Electrosynthesis,nsfc
nsfc349,photoelectrochemistry,光电化学,Photoelectrochemistry,nsfc
nsfc350,electrolytes and ion electrochemistry,电解质与离子电化学,Electrolytes and ion electrochemistry,nsfc
nsfc351,bioelectrochemistry,生物电化学,Bioelectrochemistry,nsfc
nsfc352,corrosion electrochemistry and fundamentals of electrochemical machining,腐蚀电化学与电化学加工基础,Corrosion electrochemistry and fundamentals of electrochemical machining,nsfc
nsfc353,chemical theory and mechanism,化学理论与机制,Chemical theory and mechanism,nsfc
nsfc354,theoretical and computational chemistry,理论与计算化学,Theoretical and computational chemistry,nsfc
nsfc355,quantum chemistry,量子化学,quantum chemistry,nsfc
nsfc356,chemical statistical mechanics,化学统计力学,Chemical statistical mechanics,nsfc
nsfc357,theory of chemical kinetics,化学动力学理论,Theory of chemical kinetics,nsfc
nsfc358,computational simulation method and application,计算模拟方法与应用,Computational simulation method and Application,nsfc
nsfc359,chemical program and software,化学程序与软件,Chemical program and software,nsfc
nsfc360,chemical thermodynamics,化学热力学,Chemical thermodynamics,nsfc
nsfc361,chemical equilibrium and thermodynamic parameters,化学平衡与热力学参数,Chemical equilibrium and thermodynamic parameters,nsfc
nsfc362,solution chemistry,溶液化学,Solution chemistry,nsfc
nsfc363,calorimetry,缺热学,Calorimetry,nsfc
nsfc364,complex fluid,复杂流体,Complex fluid,nsfc
nsfc365,non equilibrium thermodynamics,非平衡态热力学,Non equilibrium thermodynamics,nsfc
nsfc366,statistical thermodynamics,统计热力学,Statistical thermodynamics,nsfc
nsfc367,chemical dynamics,化学动态学,Chemical dynamics,nsfc
nsfc368,macrodynamics,宏观动力学,Macrodynamics,nsfc
nsfc369,molecular reaction dynamics,分子反应动力学,Molecular reaction dynamics,nsfc
nsfc370,ultrafast and excited state dynamics,超快与激发态动力学,Ultrafast and excited state dynamics,nsfc
nsfc371,chemical kinetics of combustion,燃烧化学动力学,Chemical kinetics of combustion,nsfc
nsfc372,nonadiabatic dynamics,非绝热动力学,Nonadiabatic dynamics,nsfc
nsfc373,structural chemistry,结构化学,Structural chemistry,nsfc
nsfc374,solution structure,溶液结构,Solution structure,nsfc
nsfc375,surface structure ,表面结构,surface structure ,nsfc
nsfc376,bulk structure,体相结构,Bulk structure,nsfc
nsfc377,nano and mesoscopic structure,纳米及介观结构,Nano and mesoscopic structure,nsfc
nsfc378,dynamic structure ,动态结构,dynamic structure ,nsfc
nsfc379,structural characterization methods and techniques,结构表征方法与技术,Structural characterization methods and techniques,nsfc
nsfc380,photochemistry and spectroscopy ,光化学与光谱学,Photochemistry and Spectroscopy ,nsfc
nsfc381,laser spectroscopy,激光光谱学,Laser spectroscopy,nsfc
nsfc382,lectures on molecular optics,分子光讲学,Lectures on molecular optics,nsfc
nsfc383,photochemistry and photophysical processes,光化学与光物理过程,Photochemistry and photophysical processes,nsfc
nsfc384,excited state chemistry,激发态化学,Excited state chemistry,nsfc
nsfc385,chemical reaction mechanism,化学反应机制,Chemical reaction mechanism,nsfc
nsfc386,theoretical inorganic chemistry,理论无机化学,Theoretical Inorganic Chemistry,nsfc
nsfc387,thermodynamics and kinetics of inorganic reactions,无机反应热力学与动力学,Thermodynamics and kinetics of inorganic reactions,nsfc
nsfc388,mechanism of organic chemical reaction,有机化学反应机制,Mechanism of organic chemical reaction,nsfc
nsfc389,theoretical and computational organic chemistry,理论与计算有机化学,Theoretical and computational Organic Chemistry,nsfc
nsfc390,single molecule electronics,单分子电子学,Single molecule electronics,nsfc
nsfc391,molecular magnetism,分子磁学,Molecular magnetism,nsfc
nsfc392,polymer physics and polymer physical chemistry,高分子物理与高分子物理化学,Polymer physics and polymer physical chemistry,nsfc
